make,model,registration,year,inspection date,engine size,engine power
make1,model9,JVQ-357,2009,2018-02-11,802,272
make4,model20,LLB-888,2013,2018-11-22,2029,453
make6,model5,AVD-974,2003,2018-01-10,2272,57
make6,model18,ZWJ-276,1991,2018-12-27,1160,315
make9,model18,OGN-634,2005,2018-11-23,1958,440
make8,model1,IKO-844,1998,2018-12-10,587,175
make9,model10,VHK-074,2008,2018-07-23,2732,112
make10,model9,EIH-145,2005,2018-01-10,1074,431
make7,model10,ERJ-449,1999,2018-04-05,1536,421
make6,model18,HBN-845,1997,2018-10-09,1862,147
make5,model18,TCC-142,1996,2018-08-17,1099,240
make7,model11,WIA-801,1993,2018-04-13,1021,232
make9,model8,IDW-544,2006,2018-02-12,939,421
make5,model8,YPT-211,2004,2018-01-03,1646,142
make1,model15,NKI-400,2002,2018-01-30,850,334
make1,model0,PLJ-458,1999,2018-08-15,520,321
make10,model3,YME-964,1995,2018-03-14,706,387
make9,model17,UDL-371,1991,2018-06-08,975,257
make1,model5,CWA-147,1999,2018-06-03,1354,131
make1,model19,WOI-027,2005,2018-10-11,561,383
make9,model11,UEI-660,2001,2018-07-11,1478,173
make10,model0,LEK-211,2001,2018-07-08,993,258
make0,model19,HMO-108,2006,2018-03-27,1852,268
make8,model11,WZU-593,2007,2018-07-09,2439,467
make7,model3,GBC-148,1996,2018-11-08,1131,108
make7,model17,SBV-513,1992,2018-01-13,650,259
make1,model7,TOB-838,1993,2018-06-15,2603,114
make8,model0,FBB-072,1998,2018-09-30,1204,52
make6,model15,APZ-715,1990,2018-06-22,2365,451
make0,model17,RUN-716,1999,2018-02-04,2552,152
make3,model8,LTY-421,1996,2018-05-04,1879,450
make2,model7,EIJ-504,2004,2018-09-06,2331,292
make7,model7,SGJ-520,1992,2018-03-18,1851,165
make3,model1,HKU-332,2002,2018-12-08,2864,421
make1,model8,YMB-542,1990,2018-09-29,2115,185
make6,model9,CWY-074,2002,2018-09-14,1791,438
make9,model17,MAA-601,2004,2018-01-14,1638,245
make9,model17,FOI-985,2004,2018-08-14,887,83
make1,model11,XBT-752,1999,2018-01-31,1912,453
make8,model6,OPB-262,2004,2018-02-02,976,214
make8,model13,NHM-657,1995,2018-05-26,1068,319
make6,model12,LMI-626,1998,2018-03-08,1123,362
make6,model5,POB-773,1999,2018-05-01,2137,403
make5,model20,FZU-569,1998,2018-07-11,2803,182
make4,model13,OFG-900,2004,2018-08-19,2689,490
make10,model3,CJY-794,2004,2018-09-10,1007,316
make4,model5,EEH-284,1997,2018-12-18,1998,474
make4,model16,HON-528,2010,2018-11-25,2048,477
make8,model0,SWL-922,2000,2018-02-23,2722,223
make2,model18,CYL-145,2011,2018-11-23,2336,435
make10,model8,QGQ-874,1990,2018-09-12,2911,164
make6,model15,PUO-674,1997,2018-11-20,1833,162
make7,model14,JTN-151,1990,2018-01-19,2662,157
make1,model20,WPX-335,1993,2018-11-20,676,481
make5,model17,PKK-416,2004,2018-10-02,1871,278
make3,model1,ZDQ-780,2013,2018-12-15,549,469
make7,model6,ONG-291,1994,2018-02-13,1547,225
make9,model20,YNZ-676,2009,2018-11-06,2788,154
make1,model18,ECZ-178,2005,2018-11-06,2948,293
make7,model10,MPE-668,1999,2018-02-28,1762,377
make10,model19,HIC-140,1993,2018-08-16,817,150
make0,model4,ACK-074,1998,2018-01-12,1599,175
make3,model12,WSG-139,2003,2018-03-27,938,109
make0,model14,DWT-438,1992,2018-08-18,1053,343
make6,model18,RYB-056,2004,2018-01-16,2573,243
make8,model4,WVC-318,1995,2018-12-11,2971,194
make9,model1,ETF-675,1994,2018-12-14,1434,206
make3,model0,JUD-208,2013,2018-07-27,916,141
make6,model20,FTF-087,2011,2018-08-10,2756,404
make7,model10,ZCU-261,2001,2018-07-26,1230,73
make6,model2,CZK-742,2009,2018-11-09,951,301
make4,model0,SYI-149,1992,2018-06-20,1279,407
make2,model17,LZM-632,1998,2018-01-10,2250,432
make4,model18,VDN-659,2004,2018-12-12,2276,377
make9,model9,MBX-031,2011,2018-02-19,2198,339
make3,model10,DBD-097,2004,2018-11-13,2848,168
make8,model18,VBE-393,2006,2018-10-21,886,375
make4,model19,EXS-481,1994,2018-08-02,2104,476
make10,model2,TQI-841,2007,2018-11-26,768,144
make6,model18,LIB-608,1994,2018-05-21,2313,143
make4,model16,KVT-914,2005,2018-10-22,548,169
make0,model19,QDB-077,2006,2018-02-08,1688,132
make10,model7,KVA-762,1998,2018-05-12,2993,86
make6,model2,QHO-021,2001,2018-12-24,2144,158
make5,model17,OAP-200,1994,2018-04-06,1919,165
make0,model1,HVR-382,1995,2018-03-16,2822,57
make2,model12,NBA-939,1995,2018-08-09,2053,69
make8,model19,ESJ-520,2009,2018-06-28,1589,336
make3,model9,IWP-069,2000,2018-10-05,834,291
make1,model11,BQP-164,1999,2018-12-01,2122,424
make4,model6,CRT-963,1997,2018-07-20,603,379
make9,model8,OMV-206,2009,2018-05-17,1234,125
make10,model18,PYX-306,2006,2018-02-28,1838,71
make10,model20,XUJ-521,2008,2018-02-10,2006,328
make6,model8,VWB-928,2007,2018-11-08,2241,141
make1,model18,OBO-412,2007,2018-04-17,2765,498
make9,model17,CZG-631,1995,2018-03-13,1312,166
make2,model1,NKT-022,1994,2018-07-08,2631,78
make7,model3,AAA-306,2012,2018-07-17,1792,331
make4,model14,WKJ-309,2010,2018-06-09,2589,294
make9,model13,PMF-592,2006,2018-07-13,1137,183
make10,model9,SCE-741,1994,2018-05-14,2762,368
make0,model8,YFX-243,2010,2018-04-07,500,92
make8,model14,RCA-258,2004,2018-04-26,2159,112
make1,model14,OJB-339,2006,2018-04-26,847,395
make3,model13,RXZ-911,1997,2018-03-11,1232,335
make5,model7,JRO-252,2002,2018-09-12,524,298
make5,model19,VOE-036,1993,2018-07-12,2990,252
make1,model20,IPD-174,2004,2018-05-02,725,390
make2,model8,WUS-533,1992,2018-09-18,1379,70
make9,model8,PQX-060,2010,2018-04-28,650,216
make4,model2,SAC-588,1990,2018-11-19,1364,367
make2,model8,VND-044,1995,2018-04-29,812,126
make8,model3,WGG-246,1993,2018-06-26,803,306
make7,model13,MBH-698,1995,2018-12-20,2222,494
make2,model0,JTR-355,2003,2018-03-13,705,287
make1,model17,OJQ-681,2003,2018-01-26,1389,369
make4,model14,QDP-337,1993,2018-05-18,932,441
make10,model5,AYT-069,2008,2018-11-12,2895,434
make2,model17,KKG-224,1992,2018-02-10,735,455
make8,model2,LGN-757,2009,2018-06-11,1134,454
make2,model7,XUV-009,1998,2018-02-03,2746,484
make2,model8,DTG-066,1991,2018-02-14,1909,355
make1,model9,DDY-589,2008,2018-04-18,2065,85
make9,model19,ZBU-226,2005,2018-01-15,1512,323
make9,model5,KXD-325,1999,2018-09-02,1513,313
make8,model4,PGF-728,2008,2018-09-26,1703,208
make7,model12,MHS-327,2003,2018-06-26,1176,481
make5,model1,RQH-812,1998,2018-06-22,1755,291
make1,model3,MVX-557,1997,2018-07-19,744,285
make4,model5,IGF-814,1998,2018-08-25,2118,489
make7,model7,MDD-852,2012,2018-11-03,2010,220
make1,model10,ACQ-406,2007,2018-04-23,2772,217
make5,model17,LJO-767,2011,2018-11-06,2024,132
make1,model6,UXR-659,2009,2018-10-28,2786,443
make8,model0,HGG-523,1997,2018-04-15,801,301
make5,model3,FOQ-646,2006,2018-08-01,2295,101
make7,model9,EDE-006,2006,2018-07-18,592,94
make2,model15,WSA-539,2012,2018-06-17,1543,191
make4,model3,HBL-461,2009,2018-06-23,1061,265
make1,model8,GFX-759,2002,2018-03-13,2823,205
make7,model17,GAW-896,2008,2018-04-21,978,292
make3,model3,MWP-043,2000,2018-02-15,1396,407
make0,model19,HQV-253,2004,2018-03-20,1856,362
make9,model14,EJA-292,2004,2018-03-06,2073,191
make1,model17,HCC-926,2003,2018-10-08,631,293
make1,model0,CGG-561,1994,2018-06-21,2382,478
make8,model16,WTS-448,1997,2018-09-01,1438,213
make1,model0,AML-740,1998,2018-01-22,733,289
make8,model16,VST-610,2001,2018-12-12,1266,101
make5,model20,WYS-591,2013,2018-12-10,2376,178
make2,model17,SMO-144,1991,2018-12-04,2802,361
make1,model13,UQX-221,1998,2018-09-18,1008,339
make0,model3,FAX-295,1994,2018-02-04,772,365
make5,model10,GZC-790,1993,2018-06-05,825,198
make4,model17,IFE-575,1998,2018-08-14,1325,218
make6,model20,ACP-877,2000,2018-10-06,2443,399
make0,model1,GUV-816,1996,2018-03-15,1427,462
make3,model13,XUO-565,2012,2018-03-22,2326,192
make7,model4,LRZ-376,2013,2018-07-12,2360,160
make5,model5,AQR-662,2005,2018-05-20,1181,204
make0,model5,VNY-248,1992,2018-12-10,2988,336
make6,model18,SYI-556,2003,2018-11-27,754,220
make7,model10,WSV-189,2001,2018-01-04,1161,218
make1,model6,BJO-968,2001,2018-05-20,2589,414
make4,model5,QVZ-348,2001,2018-09-30,2368,481
make5,model6,WNJ-905,1994,2018-05-30,2077,444
make1,model12,CAH-653,2011,2018-10-13,634,233
make7,model10,FGV-239,2008,2018-08-23,2663,361
make9,model9,GWA-127,1996,2018-05-02,2376,251
make9,model2,TYF-522,1991,2018-09-08,2293,464
make3,model4,BZX-625,2013,2018-12-08,980,241
make0,model2,UFZ-061,1992,2018-07-06,2115,184
make3,model12,RAB-888,2000,2018-09-27,2137,295
make10,model15,IHZ-769,2002,2018-07-15,1783,252
make1,model11,JWZ-988,2012,2018-08-25,1398,348
make9,model20,KVI-699,1996,2018-04-29,2822,494
make10,model19,CPL-913,2000,2018-03-18,734,363
make4,model2,HVM-600,1997,2018-04-08,2212,462
make3,model4,YDQ-474,1991,2018-04-01,2686,73
make7,model7,JGR-837,2006,2018-04-26,1051,292
make9,model8,YMM-434,1991,2018-08-20,2008,87
make2,model12,HZD-485,2006,2018-02-14,2290,244
make8,model8,YSY-294,2010,2018-08-18,2400,262
make2,model6,GMQ-223,1998,2018-08-01,707,320
make2,model2,XHT-329,2000,2018-09-12,1765,370
make1,model10,VPS-446,1997,2018-12-05,1125,135
make9,model11,IGD-996,2004,2018-09-20,696,99
make3,model2,BJG-385,1998,2018-02-13,1849,401
make1,model19,LKU-677,1995,2018-07-19,2043,499
make6,model0,JGT-477,1998,2018-02-26,2160,108
make1,model0,SCE-308,1999,2018-01-25,526,317
make2,model9,CHB-694,2013,2018-07-23,1987,284
make1,model20,UGG-345,2011,2018-11-23,2040,109
make9,model10,HKI-818,1993,2018-10-05,1696,268
make7,model7,UBZ-656,2000,2018-10-07,1065,431
make10,model6,HPR-846,1991,2018-06-15,1050,461
make5,model10,LFS-440,1999,2018-12-14,2984,329
make7,model8,QOM-837,1998,2018-07-03,2169,471
make5,model18,ESB-724,2006,2018-09-03,986,292
make4,model11,EEI-172,1996,2018-07-12,1760,417
make10,model6,OKB-289,1997,2018-09-09,1220,346
make7,model8,IPO-875,1999,2018-07-09,2164,324
make0,model14,HSI-513,2012,2018-09-03,1352,255
make9,model10,MTT-990,1993,2018-08-25,1807,178
make4,model7,DJA-563,2006,2018-11-27,2810,182
make7,model11,YPZ-510,1999,2018-04-22,771,497
make1,model20,UAJ-826,1995,2018-12-05,2152,247
make9,model11,XLC-718,1997,2018-07-31,797,254
make1,model2,GPA-749,1992,2018-08-10,1292,87
make2,model1,NIC-535,2006,2018-03-09,1046,205
make10,model15,XYJ-553,1991,2018-10-20,2210,307
make0,model2,BQX-844,2013,2018-07-06,2702,408
make9,model2,MXA-640,1999,2018-03-28,1561,101
make0,model7,NYW-800,1994,2018-10-20,1360,144
make6,model0,ETW-638,2004,2018-02-13,2347,175
make5,model5,AUK-094,2010,2018-09-03,573,72
make9,model18,HZA-632,1997,2018-09-03,2126,183
make2,model9,PUY-362,1996,2018-01-31,2795,222
make10,model16,OIJ-839,1992,2018-02-25,2033,173
make9,model0,YWV-539,2010,2018-01-09,2632,405
make7,model7,QPF-740,2007,2018-09-20,1146,221
make6,model8,UYE-357,1997,2018-03-09,2678,461
make9,model6,MBZ-944,1997,2018-11-03,1726,475
make5,model8,YYS-757,1995,2018-03-09,2475,55
make6,model14,DHJ-882,1991,2018-07-27,1141,270
make3,model15,OTQ-263,2009,2018-07-29,1560,304
make2,model15,LFD-758,2002,2018-07-04,1451,474
make3,model5,GCM-909,2007,2018-04-01,2562,415
make3,model20,QMR-417,2009,2018-07-13,2679,347
make10,model11,MXQ-386,1993,2018-05-23,1425,355
make0,model17,HPW-753,2013,2018-11-06,1969,343
make4,model10,DLL-360,2011,2018-05-07,1499,363
make8,model12,JQE-350,2004,2018-08-13,2873,482
make9,model15,LYV-863,2000,2018-06-25,2821,366
make8,model16,XHO-123,1999,2018-05-28,1080,203
make10,model7,KYU-008,2001,2018-03-21,2334,131
make0,model11,GYG-389,2012,2018-08-07,2494,426
make9,model1,WHC-164,2011,2018-02-21,2572,56
make9,model15,DAT-757,1997,2018-04-21,804,152
make4,model2,VER-901,1994,2018-10-19,1206,172
make8,model20,TEQ-083,2003,2018-11-09,2179,187
make10,model19,NXD-830,1995,2018-09-05,2409,457
make3,model0,YJF-382,2011,2018-01-19,2288,346
make9,model16,AHZ-493,2010,2018-10-24,1064,433
make7,model5,JXX-468,1993,2018-10-01,1952,307
make1,model16,TZV-591,1996,2018-07-20,1697,303
make4,model2,GAZ-558,1995,2018-02-21,2610,77
make8,model0,ZHT-447,2011,2018-09-13,1029,104
make1,model0,INC-018,2013,2018-12-06,2695,263
make9,model12,DIO-550,2009,2018-12-19,1010,132
make6,model13,IYF-203,2000,2018-11-11,2712,144
make6,model2,LWN-413,2001,2018-02-08,2902,473
make10,model15,YDI-879,1997,2018-01-27,2430,317
make3,model18,SQC-442,1997,2018-11-16,905,496
make4,model3,PEA-821,2007,2018-08-01,1529,494
make3,model12,SKN-172,2000,2018-10-04,1569,222
make9,model14,SHC-001,2004,2018-12-11,769,117
make6,model3,LDE-505,1998,2018-03-26,1441,428
make2,model20,FIE-314,2010,2018-03-24,2631,492
make1,model17,DLE-427,2000,2018-05-21,1133,69
make2,model4,TEV-031,1996,2018-08-25,1416,207
make2,model10,LHM-073,1990,2018-08-17,2470,489
make0,model14,SRN-770,1994,2018-06-12,2999,178
make4,model3,DWI-964,2012,2018-03-06,2334,191
make6,model7,YIQ-021,2002,2018-11-09,1631,76
make10,model13,CRA-033,2008,2018-09-04,2489,432
make7,model17,POT-415,2001,2018-10-19,2572,125
make7,model7,ASC-312,2012,2018-04-22,2531,62
make4,model1,YCX-900,2009,2018-09-23,1961,464
make6,model5,BZX-181,1995,2018-05-14,2079,63
make7,model3,RAC-622,2000,2018-08-07,2393,79
make8,model5,RZF-444,1995,2018-02-03,1582,111
make8,model10,CJP-960,2011,2018-01-14,2993,424
make0,model10,XDZ-559,2011,2018-10-26,1087,316
make6,model12,GCB-836,2003,2018-12-09,695,329
make0,model18,YSC-275,1990,2018-07-29,1424,161
make3,model20,DVH-625,1997,2018-07-05,597,340
make3,model4,PIU-993,2010,2018-06-19,1990,327
make5,model16,ZVE-860,1991,2018-02-28,2101,82
make6,model16,TVB-847,2009,2018-09-07,1088,266
make7,model18,GKI-848,2002,2018-11-11,1792,238
make4,model1,HRD-560,2001,2018-06-07,2430,190
make1,model13,FER-666,1997,2018-12-25,2928,448
make7,model20,YYL-054,2001,2018-04-29,1445,417
make7,model5,OGW-939,2007,2018-09-03,1259,363
make3,model10,SJX-199,2011,2018-11-13,1598,335
make10,model18,QQK-172,1990,2018-02-15,564,90
make0,model13,PGF-773,1998,2018-12-23,2058,167
make5,model18,DSA-022,1993,2018-10-28,2752,425
make3,model0,FBI-838,2000,2018-03-24,518,193
make2,model20,GMJ-883,1995,2018-06-08,730,160
make8,model12,JJL-325,2008,2018-09-23,1128,491
make0,model13,RVI-908,1991,2018-05-14,2811,383
make10,model1,LRS-399,2007,2018-08-09,835,81
make7,model12,GPT-213,2009,2018-07-08,815,491
make7,model16,HOM-615,2006,2018-12-26,1938,121
make6,model8,HYW-497,1990,2018-06-04,533,155
make10,model10,HUO-933,2008,2018-12-11,2230,486
make8,model5,RGO-964,1993,2018-08-07,2445,295
make6,model15,ESO-094,1998,2018-12-09,2403,200
make0,model9,VDD-658,2002,2018-06-28,2260,107
make4,model14,AAO-185,2009,2018-02-24,1717,129
make3,model17,VDN-549,2004,2018-11-17,2892,435
make8,model5,JRE-590,1992,2018-02-14,1489,250
make6,model16,HXO-282,2004,2018-10-01,2961,145
make7,model20,FXI-211,2005,2018-10-08,1141,310
make8,model13,VNJ-829,2006,2018-09-11,1418,60
make8,model7,MBQ-610,1996,2018-06-23,1643,204
make6,model7,YJI-202,2012,2018-02-25,2019,167
make9,model12,TBP-846,1999,2018-09-18,1965,495
make10,model12,PZU-081,2009,2018-11-11,2705,302
make2,model10,JFR-988,2012,2018-02-27,2137,307
make10,model20,JAN-317,1999,2018-04-27,2645,405
make10,model11,LPT-298,2011,2018-05-28,2149,78
make9,model17,SIJ-556,1992,2018-07-16,677,378
make8,model2,REF-235,1991,2018-11-15,1189,398
make8,model19,HHF-104,1992,2018-03-01,1321,440
make3,model3,RBO-257,1992,2018-12-02,2334,255
make4,model17,SKO-539,1990,2018-11-01,2391,296
make1,model10,TZG-418,2008,2018-10-23,2781,132
make3,model14,FTX-310,2012,2018-11-13,1881,75
make10,model11,PNZ-748,1994,2018-01-26,2593,211
make6,model17,ONK-651,2005,2018-08-14,2294,70
make6,model10,QTC-779,1993,2018-07-07,2172,102
make1,model2,FDK-508,2004,2018-05-09,606,329
make6,model15,GSO-536,1996,2018-01-05,717,174
make10,model7,TOE-897,2006,2018-06-20,1876,83
make5,model3,DWQ-161,2006,2018-10-24,697,140
make3,model4,TGB-228,2010,2018-09-30,2531,473
make2,model14,JGQ-527,1990,2018-10-27,1499,490
make2,model8,QPY-760,2006,2018-01-09,2305,488
make1,model11,VUG-639,1997,2018-05-07,1085,284
make1,model5,WXX-714,2003,2018-07-13,1025,80
make6,model19,KCE-892,1999,2018-01-13,1080,195
make6,model7,HBB-078,1990,2018-07-27,1804,201
make8,model9,IQA-018,1995,2018-09-20,1440,163
make8,model4,MHN-691,2013,2018-10-06,2254,431
make4,model13,KGZ-851,2002,2018-06-22,1218,375
make3,model14,LIY-015,1995,2018-09-23,2581,162
make10,model19,SNC-736,2011,2018-11-25,2069,477
make10,model10,YBO-875,2003,2018-08-30,696,254
make9,model9,POG-147,1999,2018-09-20,2179,247
make10,model17,LTE-487,2007,2018-06-19,1033,156
make10,model16,LVG-003,2011,2018-01-30,754,143
make4,model8,CNH-918,2006,2018-05-20,2293,254
make7,model8,YXP-440,2003,2018-02-21,2873,146
make5,model20,FWP-548,2011,2018-08-28,1480,123
make3,model2,MXR-570,1991,2018-10-14,1479,300
make2,model16,TUG-518,2007,2018-06-29,1212,393
make5,model1,JRD-913,2004,2018-11-01,1655,331
make10,model7,BSK-362,2000,2018-10-04,1115,145
make5,model20,AFW-517,2004,2018-10-19,2741,398
make7,model9,VHN-612,2000,2018-11-05,2335,398
make1,model18,INR-902,2009,2018-05-10,1627,176
make1,model17,LUI-594,2006,2018-03-08,1171,400
make2,model16,OMW-521,2005,2018-03-28,2109,147
make10,model5,CCR-783,1997,2018-01-17,521,132
make4,model2,BEZ-110,2002,2018-07-29,839,386
make3,model2,MJJ-810,2004,2018-02-14,1441,342
make9,model6,ZGB-952,2008,2018-02-09,616,263
make2,model17,KQY-031,1998,2018-12-25,2683,194
make7,model20,XXL-277,2003,2018-09-19,1217,167
make7,model1,DKM-595,2008,2018-06-18,2024,266
make7,model15,BOS-202,1990,2018-09-19,2456,364
make7,model0,DKP-931,2005,2018-05-03,1761,214
make2,model5,GKV-753,1995,2018-07-12,1608,218
make6,model18,GFH-945,1993,2018-05-23,1353,405
make8,model7,KHG-641,1994,2018-07-27,2889,310
make1,model8,JOP-067,1999,2018-05-12,2217,232
make1,model14,CST-469,2011,2018-01-06,2830,392
make3,model5,TPS-535,2001,2018-08-01,1042,283
make2,model6,XIR-629,1995,2018-07-22,1311,327
make10,model7,CLS-007,1991,2018-12-17,1908,155
make8,model9,LIG-084,2002,2018-03-07,2197,413
make6,model11,UYC-179,1992,2018-12-20,2556,207
make6,model18,FAL-504,1997,2018-06-02,2008,91
make4,model8,JAL-687,2011,2018-01-19,1072,335
make5,model10,SBC-728,2004,2018-10-12,1396,376
make1,model1,HER-197,1998,2018-09-08,2058,246
make7,model15,WHQ-136,2008,2018-08-20,759,180
make8,model14,NII-024,2002,2018-12-18,2400,314
make2,model17,AIA-634,2013,2018-04-30,2268,329
make8,model14,DJK-126,1998,2018-05-20,1202,289
make4,model14,IUM-009,2005,2018-04-04,2929,122
make6,model14,IDY-288,1995,2018-01-15,725,137
make5,model9,WQM-462,2009,2018-03-18,1178,267
make6,model2,XVK-387,2007,2018-08-19,2080,273
make9,model6,XPN-772,1991,2018-11-21,2474,301
make0,model3,NKV-887,2007,2018-11-14,2484,359
make0,model11,SFJ-602,1990,2018-02-28,771,320
make1,model18,UAX-454,2013,2018-08-20,2952,370
make0,model18,ONR-495,2001,2018-05-31,2521,285
make3,model16,JVT-880,2012,2018-03-21,2930,139
make8,model2,RNN-158,2009,2018-03-15,525,230
make2,model16,CSQ-378,1992,2018-01-16,1298,139
make0,model3,HOS-348,2000,2018-06-01,1786,103
make10,model4,PJE-584,1998,2018-09-22,1278,442
make8,model16,BPX-043,2013,2018-07-19,2533,227
make6,model9,HWX-563,2010,2018-06-30,808,321
make10,model9,LFF-732,2009,2018-10-24,1201,266
make5,model7,LWT-357,2002,2018-12-12,2630,358
make5,model6,HPY-040,2000,2018-04-07,780,329
make9,model17,ZZJ-276,1995,2018-04-03,2440,324
make9,model15,SGW-884,1994,2018-04-04,999,415
make8,model8,OTT-281,1995,2018-04-14,1146,454
make9,model6,OKH-998,2010,2018-02-08,2817,451
make9,model9,HMC-743,2001,2018-02-01,2643,238
make3,model11,IFV-893,2007,2018-05-27,935,384
make6,model6,EEF-481,1993,2018-11-09,876,351
make5,model10,INY-441,1992,2018-09-27,1876,325
make6,model17,VIV-724,2008,2018-11-22,1211,95
make3,model13,JPB-159,1992,2018-07-25,845,139
make0,model8,GYR-226,1993,2018-08-31,1781,163
make10,model15,QYH-082,1992,2018-10-23,553,415
make1,model9,SOY-304,1998,2018-03-17,2408,477
make0,model17,NLQ-502,2003,2018-06-15,2117,365
make10,model14,HKW-416,2012,2018-06-28,2429,231
make8,model3,HRV-953,1998,2018-05-21,1358,261
make3,model6,XUQ-139,2013,2018-04-24,1873,217
make8,model12,RKF-187,2010,2018-05-20,1954,111
make4,model1,OYK-378,2010,2018-09-17,2013,292
make2,model15,YSN-354,1994,2018-03-13,1623,472
make10,model17,XCK-846,2004,2018-12-25,2016,125
make5,model9,HAC-073,2013,2018-09-12,2879,332
make9,model4,GNK-063,1994,2018-06-09,1516,296
make8,model13,FVA-774,2007,2018-02-16,816,316
make9,model9,JXU-869,2002,2018-03-04,2278,50
make9,model17,DRM-835,1991,2018-09-21,2205,365
make5,model15,VNO-433,1990,2018-11-18,1556,385
make6,model19,YNH-217,2006,2018-06-16,2607,452
make0,model15,YZX-211,1991,2018-01-08,932,418
make2,model8,ACQ-615,1992,2018-10-06,828,433
make3,model3,KJN-401,1998,2018-01-24,969,424
make1,model19,DJG-553,2000,2018-09-27,1370,291
make7,model0,XHM-047,1990,2018-04-20,761,362
make9,model5,MWN-329,2007,2018-09-15,2762,119
make1,model16,TSC-333,2006,2018-11-13,2442,315
make9,model3,NRH-059,1994,2018-08-03,2007,127
make5,model0,DPO-639,1991,2018-04-23,1763,130
make7,model11,KQM-718,2007,2018-03-09,1481,184
make2,model19,KUZ-014,2005,2018-05-20,1218,178
make0,model20,VQJ-073,2011,2018-04-29,1591,426
make7,model2,NMV-033,1994,2018-11-13,2772,272
make3,model16,PDY-939,2006,2018-07-09,1606,183
make3,model14,KIP-142,1998,2018-04-18,1756,153
make9,model10,DQQ-353,2006,2018-03-29,1506,396
make9,model10,BAY-937,1994,2018-02-19,2211,471
make3,model0,VWU-500,1995,2018-04-29,1290,382
make0,model17,HLS-885,1997,2018-06-13,1514,279
make5,model20,LEY-173,1996,2018-08-25,880,454
make9,model16,XXF-331,2003,2018-09-10,754,183
